0.114558 1.708169 1.369208 2.472127 -0.7795291
-0.8827369 0.8989717 1.229117 -1.057058 -0.6496708
-0.6004451 -1.263442 -0.3129088 0.3268252 -0.4634657
0.8616979 -0.0303899 0.37271 0.9117766 -0.7991798
0.4810268 -0.05194953 -0.411839 -1.387562 1.042392
0.242788 0.180021 -0.9970968 1.038382 0.00954747
0.3327082 0.4167095 -0.6864387 -0.1113021 -0.4103712
0.4367919 -0.1709122 0.6653128 0.8660789 0.5675711
0.6324425 -0.5286865 -0.2994711 1.258558 -0.2900463
-0.6767173 -0.2361219 -0.7095359 -0.1067423 0.08535163
-0.5794498 -1.608635 -0.3433252 0.1220926 -0.009397637
-0.3974134 -0.03210973 -0.569133 -0.2792329 -0.5666618
0.2994578 0.4221978 0.004930337 0.5593272 1.191254
0.6282064 0.9306478 0.04326882 0.3429575 0.4661523
-0.0902241 0.4884737 -0.6297865 -0.7481127 -2.338112
-4.962958 -0.2921094 0.2190659 0.515115 0.3818746
1.660753 0.4033995 0.4368792 1.431472 -0.2112288
0.0779764 -0.3951779 0.008850673 -0.2895388 -0.1746862
-0.8556456 -0.5443884 0.5352431 0.07183158 -0.005896761
0.2141893 -0.4795014 -0.09359293 0.4103307 -0.2058795
0.1439753 -0.1354501 -0.01630061 0.3371689 0.08906968
-0.2395495 0.05011289 -0.3087532 -0.3293345 -0.07286888
-0.5159247 0.404251 -0.01543151 0.2704493 0.432301
-0.4958258 -0.4141706 -0.6075853 -1.109385 -0.09582931
-0.05683843 -0.06537607 0.05152408 0.8519109 0.3077111
0.3879299 0.1431919 0.1536386 -0.3089444 -0.2702441
0.3674009 -0.2630331 0.1936047 -0.2560222 -0.03618878
0.9110022 0.3663457 0.7483798 0.4595506 0.3651784
0.516912 0.3113579 0.1905281 0.4848392 0.8034768
0.9254804 0.6419866 0.4665359 0.3900263 0.4100221
0.1467747 -0.1890821 -0.07469695 -0.3832234 0.05416851
0.0493528 -0.006039993 -0.4162004 -0.1973011 -0.5071482
0.3428676 0.376422 0.5387344 0.212668 0.002108429
0.2771778 -0.0588923 -0.2362735 0.1423141 0.3802898
0.4544429 0.4638245 -0.3372827 0.3677702 0.4030383
0.3459789 -0.02697125 -0.0454638 -0.01896062 -0.8313982
-0.6373682 -1.831718 -2.070377 -0.4728642 -0.1960274
0.2498824 0.1358972 0.2495076 0.1027856 0.2413263
